Total Discharges,DRG Definition,Average Total Payments
31,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,365274.39
31,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,310612.6
31,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,307001.74
31,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,284847.99
31,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,254658.21
31,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,315040.82
31,194 - SIMPLE PNEUMONIA & PLEURISY W CC,210806.74
31,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,164153.16
31,202 - BRONCHITIS & ASTHMA W CC/MCC,111850.79
31,203 - BRONCHITIS & ASTHMA W/O CC/MCC,16500.239999999998
31,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,898416.85
31,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,559865.48
31,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,430925.25
31,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,313960.16
31,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,348576.08
31,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,294413.77
31,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,233909.05
31,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,149854.2
31,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,73417.36
31,252 - OTHER VASCULAR PROCEDURES W MCC,296275.99
31,253 - OTHER VASCULAR PROCEDURES W CC,402668.28
31,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,148914.88
31,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",343362.9
31,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",255806.97
31,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",44360.26
31,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",176598.05
31,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",137072.98
31,291 - HEART FAILURE & SHOCK W MCC,191316.18
31,292 - HEART FAILURE & SHOCK W CC,234259.46
31,293 - HEART FAILURE & SHOCK W/O CC/MCC,214268.74
31,300 - PERIPHERAL VASCULAR DISORDERS W CC,140884.81
31,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,18931.04
31,303 - ATHEROSCLEROSIS W/O MCC,33231.06
31,305 - HYPERTENSION W/O MCC,68723.35
31,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,286087.39
31,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,297722.2
31,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,174177.63
31,312 - SYNCOPE & COLLAPSE,152420.22
31,313 - CHEST PAIN,84942.17
31,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,324821.15
31,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,60360.05
31,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,952297.63
31,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,553640.45
31,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,124137.9
31,377 - G.I. HEMORRHAGE W MCC,478132.96
31,378 - G.I. HEMORRHAGE W CC,266113.81
31,379 - G.I. HEMORRHAGE W/O CC/MCC,101559.08
31,389 - G.I. OBSTRUCTION W CC,228317.54
31,390 - G.I. OBSTRUCTION W/O CC/MCC,101763.26000000001
31,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",263016.98
31,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140869.96
31,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,210145.33000000002
31,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,147815.3
31,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,29216.89
31,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,96121.2
31,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,575344.26
31,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,184739.64
31,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260095.72
31,473 - CERVICAL SPINAL FUSION W/O CC/MCC,208642.78
31,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,210018.02
31,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,472723.98
31,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,131810.53
31,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,143946.51
31,536 - FRACTURES OF HIP & PELVIS W/O MCC,92473.81
31,552 - MEDICAL BACK PROBLEMS W/O MCC,167993.33
31,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",35193.340000000004
31,602 - CELLULITIS W MCC,114509.27
31,603 - CELLULITIS W/O MCC,225738.72
31,638 - DIABETES W CC,193347.79
31,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",248533.01
31,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",207635.87
31,682 - RENAL FAILURE W MCC,414862.82
31,683 - RENAL FAILURE W CC,195950.17
31,684 - RENAL FAILURE W/O CC/MCC,32877.54
31,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,318364.62
31,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,210805.53
31,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,119575.31
31,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,172682.4
31,811 - RED BLOOD CELL DISORDERS W MCC,191498.28
31,812 - RED BLOOD CELL DISORDERS W/O MCC,259453.57
31,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,1387510.6400000001
31,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,732579.9
31,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,318343.47000000003
31,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,294119.68
31,885 - PSYCHOSES,28671.62
31,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,86398.95999999999
31,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,109590.56
31,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,52293.22
31,948 - SIGNS & SYMPTOMS W/O MCC,216714.7
310,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,11210.58
310,194 - SIMPLE PNEUMONIA & PLEURISY W CC,7732.32
310,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,22939.309999999998
311,292 - HEART FAILURE & SHOCK W CC,8035.56
311,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",13065.89
311,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,29603.25
311,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,56516.2
311,552 - MEDICAL BACK PROBLEMS W/O MCC,5460.02
311,885 - PSYCHOSES,5940.01
312,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,8000.42
312,291 - HEART FAILURE & SHOCK W MCC,20894.12
312,292 - HEART FAILURE & SHOCK W CC,13968.64
312,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",13724.28
312,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,48641.11
312,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,12728.58
313,291 - HEART FAILURE & SHOCK W MCC,10126.03
313,312 - SYNCOPE & COLLAPSE,5471.15
313,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",8521.380000000001
313,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,35590.14
313,885 - PSYCHOSES,5820.19
314,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,7380.87
314,313 - CHEST PAIN,6124.44
314,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,31248.21
314,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,9983.58
314,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,15063.05
315,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,9229.34
315,194 - SIMPLE PNEUMONIA & PLEURISY W CC,7082.54
315,292 - HEART FAILURE & SHOCK W CC,6858.2
315,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,13112.27
315,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,15180.0
315,885 - PSYCHOSES,12961.39
316,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,27870.36
317,292 - HEART FAILURE & SHOCK W CC,8679.44
317,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",11382.26
317,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,26747.91
317,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,4437.36
317,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,11821.12
317,885 - PSYCHOSES,5526.21
318,291 - HEART FAILURE & SHOCK W MCC,11647.09
318,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,40992.71
318,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,29759.68
319,291 - HEART FAILURE & SHOCK W MCC,9957.9
319,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,66452.52
319,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,24334.54
32,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,93357.7
32,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,89620.89
32,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,434461.5
32,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,310214.59
32,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,125925.5
32,069 - TRANSIENT ISCHEMIA,144159.1
32,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,75900.79000000001
32,101 - SEIZURES W/O MCC,154291.62
32,149 - DYSEQUILIBRIUM,78549.58
32,176 - PULMONARY EMBOLISM W/O MCC,160796.08000000002
32,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,646478.53
32,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,316794.87
32,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,311722.21
32,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,326175.52999999997
32,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,319221.59
32,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,205357.36000000002
32,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,352693.57
32,194 - SIMPLE PNEUMONIA & PLEURISY W CC,230278.52
32,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,226515.23
32,202 - BRONCHITIS & ASTHMA W CC/MCC,101715.53
32,203 - BRONCHITIS & ASTHMA W/O CC/MCC,11752.619999999999
32,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,460002.79000000004
32,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,457589.53
32,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,335807.38
32,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,340702.63
32,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,244090.48
32,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,242819.38999999998
32,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,166823.21
32,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,230380.88
32,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,227925.52
32,252 - OTHER VASCULAR PROCEDURES W MCC,343949.25
32,253 - OTHER VASCULAR PROCEDURES W CC,365523.15
32,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,186161.07
32,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",390865.12
32,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",203895.27
32,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",83282.95999999999
32,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",88807.66
32,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",186837.9
32,291 - HEART FAILURE & SHOCK W MCC,404653.74
32,292 - HEART FAILURE & SHOCK W CC,214295.62
32,293 - HEART FAILURE & SHOCK W/O CC/MCC,199141.36
32,300 - PERIPHERAL VASCULAR DISORDERS W CC,154023.43
32,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,36165.1
32,303 - ATHEROSCLEROSIS W/O MCC,60793.13
32,305 - HYPERTENSION W/O MCC,57277.61
32,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,328166.54
32,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,308858.31
32,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,180274.0
32,312 - SYNCOPE & COLLAPSE,139730.03
32,313 - CHEST PAIN,118610.92
32,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,410410.35000000003
32,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,87164.55
32,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,632138.88
32,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,621148.14
32,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,143113.66
32,377 - G.I. HEMORRHAGE W MCC,344998.53
32,378 - G.I. HEMORRHAGE W CC,257569.54
32,379 - G.I. HEMORRHAGE W/O CC/MCC,91129.51
32,389 - G.I. OBSTRUCTION W CC,229674.16
32,390 - G.I. OBSTRUCTION W/O CC/MCC,83742.47
32,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",195194.62
32,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",118784.88
32,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,160979.26
32,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,167560.2
32,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,46681.630000000005
32,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,47620.01
32,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,555879.75
32,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,222167.74
32,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,342867.94
32,473 - CERVICAL SPINAL FUSION W/O CC/MCC,115157.82
32,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,265939.99
32,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,567546.23
32,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,100778.18000000001
32,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,98147.55
32,536 - FRACTURES OF HIP & PELVIS W/O MCC,49008.11
32,552 - MEDICAL BACK PROBLEMS W/O MCC,147048.94
32,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",46251.96
32,602 - CELLULITIS W MCC,106909.46
32,603 - CELLULITIS W/O MCC,244293.65
32,638 - DIABETES W CC,193495.04
32,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",241513.85
32,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",167026.89
32,682 - RENAL FAILURE W MCC,328945.76
32,683 - RENAL FAILURE W CC,194470.89
32,684 - RENAL FAILURE W/O CC/MCC,48788.340000000004
32,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,272928.81
32,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,158863.43
32,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,100794.17
32,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,93764.91
32,811 - RED BLOOD CELL DISORDERS W MCC,98676.21
32,812 - RED BLOOD CELL DISORDERS W/O MCC,196185.69
32,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,1065159.02
32,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,480068.53
32,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,188980.57
32,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,354268.73
32,885 - PSYCHOSES,30030.54
32,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,68305.17
32,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,105324.59
32,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,84471.61
32,948 - SIGNS & SYMPTOMS W/O MCC,183919.39
320,292 - HEART FAILURE & SHOCK W CC,7492.41
320,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",12043.92
320,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,12714.85
320,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,12164.47
321,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",6611.89
321,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,11775.86
321,603 - CELLULITIS W/O MCC,6522.24
322,291 - HEART FAILURE & SHOCK W MCC,9523.16
322,313 - CHEST PAIN,3749.37
322,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",5707.35
322,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,11183.88
322,683 - RENAL FAILURE W CC,12437.23
322,885 - PSYCHOSES,14440.539999999999
323,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,13410.12
323,313 - CHEST PAIN,4437.34
323,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,35828.9
324,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,27482.1
324,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,6825.95
324,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,37080.59
325,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,14898.3
325,292 - HEART FAILURE & SHOCK W CC,6760.77
325,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,13921.42
325,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,32045.350000000002
326,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,5174.69
326,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,12281.46
326,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,35819.4
327,291 - HEART FAILURE & SHOCK W MCC,12570.33
327,313 - CHEST PAIN,3747.13
327,378 - G.I. HEMORRHAGE W CC,7673.44
327,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,11139.76
328,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,39175.119999999995
328,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,16931.59
329,291 - HEART FAILURE & SHOCK W MCC,11840.32
329,292 - HEART FAILURE & SHOCK W CC,7298.0
329,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,14630.41
329,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,9867.66
33,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,94299.74
33,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,171295.03
33,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,261291.39
33,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,307433.7
33,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,141305.19
33,069 - TRANSIENT ISCHEMIA,124815.89
33,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,72487.88
33,101 - SEIZURES W/O MCC,121354.82
33,149 - DYSEQUILIBRIUM,55487.0
33,176 - PULMONARY EMBOLISM W/O MCC,183213.24
33,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,447919.77
33,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,330532.04
33,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,263560.59
33,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,311760.06
33,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,170645.93
33,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,197668.31
33,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,405200.56
33,194 - SIMPLE PNEUMONIA & PLEURISY W CC,259291.47
33,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,197710.07
33,202 - BRONCHITIS & ASTHMA W CC/MCC,132117.12
33,203 - BRONCHITIS & ASTHMA W/O CC/MCC,23173.91
33,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,422056.84
33,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,596691.67
33,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,325549.5
33,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,318044.66
33,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,111195.45
33,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,375748.95
33,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,301989.06
33,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,186883.54
33,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,202749.9
33,252 - OTHER VASCULAR PROCEDURES W MCC,322193.16
33,253 - OTHER VASCULAR PROCEDURES W CC,270904.59
33,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,121945.27
33,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",285499.07
33,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",210606.96
33,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",103272.48
33,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",81863.45999999999
33,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",185202.67
33,291 - HEART FAILURE & SHOCK W MCC,300962.25
33,292 - HEART FAILURE & SHOCK W CC,214124.4
33,293 - HEART FAILURE & SHOCK W/O CC/MCC,232743.38
33,300 - PERIPHERAL VASCULAR DISORDERS W CC,114301.28
33,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,8305.84
33,303 - ATHEROSCLEROSIS W/O MCC,59238.729999999996
33,305 - HYPERTENSION W/O MCC,12811.74
33,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,239179.41999999998
33,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,226419.44
33,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,132982.43
33,312 - SYNCOPE & COLLAPSE,130446.72
33,313 - CHEST PAIN,144524.56
33,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,206619.37
33,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,32717.58
33,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,628200.07
33,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,397006.05
33,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,55173.59
33,377 - G.I. HEMORRHAGE W MCC,381510.27
33,378 - G.I. HEMORRHAGE W CC,217483.77
33,379 - G.I. HEMORRHAGE W/O CC/MCC,74433.65
33,389 - G.I. OBSTRUCTION W CC,238479.68
33,390 - G.I. OBSTRUCTION W/O CC/MCC,119978.41
33,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",241435.79
33,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",173239.33
33,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,179685.45
33,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,32760.57
33,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,26420.96
33,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,42797.61
33,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,273578.51
33,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,102982.55
33,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,209769.48
33,473 - CERVICAL SPINAL FUSION W/O CC/MCC,130147.24
33,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,162100.93
33,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,508152.28
33,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,190750.83000000002
33,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,60994.29
33,536 - FRACTURES OF HIP & PELVIS W/O MCC,33246.21
